"laufindexFolge";"id";"questionNumber";"typ";"fragetextAktuellerBeruf";"fragetextVergangenerBeruf";"antwort.pos";"antwort.text";"antwort.kldb";"antwort.isco";"followUp"
1048;"7081";1;"";"";"";"2";"Ja";"82343";"2163";NA
1049;"7082";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung als Bestattungsfachwirt/in erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung als Bestattungsfachwirt/in erforderlich?";"";"";"";"";""
1050;"7082";1;"";"";"";"1";"Nein";"82402";"5163";NA
1051;"7082";1;"";"";"";"2";"Ja";"82403";"5163";NA
1052;"7088";1;"spezialisierung";"Welche Aufgaben führen Sie dabei in der Regel aus?";"Welche Aufgaben haben Sie dabei in der Regel ausgeführt?";"";"";"";"";""
1053;"7088";1;"";"";"";"1";"Strategische Planung und Führung des Unternehmens";"82494";"1439";NA
1054;"7088";1;"";"";"";"2";"Abwicklung von einzelnen Bestattungsaufträgen";"82493";"5163";NA
1055;"7094";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
1056;"7094";1;"";"";"";"1";"Nein";"82512";"3214";NA
1057;"7094";1;"";"";"";"2";"Ja";"82513";"3214";NA
1058;"7097";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung als staatlich geprüfte/r Augenoptiker/in erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung als staatlich geprüfte/r Augenoptiker/in erforderlich?";"";"";"";"";""
1059;"7097";1;"";"";"";"1";"Nein";"82522";"3254";NA
1060;"7097";1;"";"";"";"2";"Ja";"82523";"3254";NA
1061;"7099";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung als Hörgerätetechniker/in erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung als Hörgerätetechniker/in erforderlich?";"";"";"";"";""
1062;"7099";1;"";"";"";"1";"Nein";"82532";"3214";NA
1063;"7099";1;"";"";"";"2";"Ja";"82533";"3214";NA
1064;"7100";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung als Arbeitsmedizinische/r Assistent/in erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung als Arbeitsmedizinische/r Assistent/in erforderlich?";"";"";"";"";""
1065;"7100";1;"";"";"";"1";"Nein";"81182";"3256";NA
1066;"7100";1;"";"";"";"2";"Ja";"81183";"3256";NA
1067;"7104";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung als Fachkrankenschwester/-pfleger erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung als Fachkrankenschwester/-pfleger erforderlich?";"";"";"";"";""
1068;"7104";1;"";"";"";"1";"Ja";"81313";"3221";NA
1069;"7104";1;"";"";"";"2";"Nein";"81302";"3221";NA
1070;"8004";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"";"";"";"";""
1071;"8004";1;"";"";"";"1";"Ja";"83124";"2635";NA
1072;"8004";1;"";"";"";"2";"Nein";"83123";"3412";NA
1073;"8006";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine staatliche Anerkennung erforderlich?";"War für diese Tätigkeit in der Regel eine staatliche Anerkennung erforderlich?";"";"";"";"";""
1074;"8006";1;"";"";"";"1";"Ja";"83132";"3412";NA
1075;"8006";1;"";"";"";"2";"Nein";"83131";"5321";NA
1076;"8007";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine staatliche Anerkennung erforderlich?";"War für diese Tätigkeit in der Regel eine staatliche Anerkennung erforderlich?";"";"";"";"";""
1077;"8007";1;"";"";"";"1";"Ja";"83132";"3412";NA
1078;"8007";1;"";"";"";"2";"Nein";"83131";"5322";NA
1079;"8008";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"";"";"";"";""
1080;"8008";1;"";"";"";"1";"ja";"83134";"2352";NA
1081;"8008";1;"";"";"";"2";"nein";"83133";"3412";NA
1082;"8011";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"";"";"";"";""
1083;"8011";1;"";"";"";"1";"Ja";"83154";"2635";NA
1084;"8011";1;"";"";"";"2";"Nein";"83154";"3412";NA
1085;"8014";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung im Bereich Hauswirtschaft erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung im Bereich Hauswirtschaft erforderlich?";"";"";"";"";""
1086;"8014";1;"";"";"";"1";"Ja";"83213";"5152";NA
1087;"8014";1;"";"";"";"2";"Nein";"83212";"5152";NA
1088;"8019";1;"sonstige";"Gehört es zu Ihren Tätigkeiten, Aufgaben in der Sozial- und Bildungsarbeit wahrzunehmen?";"Gehörte es zu Ihren Tätigkeiten, Aufgaben in der Sozial- und Bildungsarbeit wahrzunehmen?";"";"";"";"";""
1089;"8019";1;"";"";"";"1";"Ja";"83323";"3413";NA
1090;"8019";1;"";"";"";"2";"Nein";"83322";"3413";NA
1091;"8034";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein mindestens 4-jähriges Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein mindestens 4-jähriges Masterstudium erforderlich?";"";"";"";"";""
1092;"8034";1;"";"";"";"1";"Ja";"84214";"2320";NA
1093;"8034";1;"";"";"";"2";"Nein";"84213";"2320";NA
1094;"8035";1;"sonstige";"Vermitteln Sie die Ausbildungsinhalte unmittelbar im Betrieb?";"Haben Sie die Ausbildungsinhalte unmittelbar im Betrieb vermittelt?";"";"";"";"";""
1095;"8035";1;"";"";"";"1";"Ja";"84223";"2320";NA
1096;"8035";1;"";"";"";"2";"Nein";"84224";"2320";NA
1097;"8041";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1098;"8041";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"84412";"2354";NA
1099;"8041";1;"";"";"";"2";"eine berufliche Weiterbildung";"84413";"2354";NA
1100;"8041";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium";"84413";"2354";NA
1101;"8041";1;"";"";"";"4";"ein abgeschlossenes Masterstudium";"84414";"2354";NA
1102;"8062";1;"sonstige";"Wird für die Ausübung Ihrer Tätigkeit eine abgeschlossene Weiterbildung im Bereich der Hauswirtschaft vorausgesetzt?";"War für die Ausübung Ihrer Tätigkeit eine abgeschlossene Weiterbildung im Bereich der Hauswirtschaft vorausgesetzt?";"";"";"";"";""
1103;"8062";1;"";"";"";"1";"Ja";"83213";"5152";NA
1104;"8062";1;"";"";"";"2";"Nein";"83212";"5151";NA
1105;"8999";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung erforderlich?";"";"";"";"";""
1106;"8999";1;"";"";"";"1";"Ja";"28222";"8153";NA
1107;"8999";1;"";"";"";"2";"Nein";"28221";"8153";NA
1108;"9005";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1109;"9005";1;"";"";"";"1";"Ja";"29194";"1321";NA
1110;"9005";1;"";"";"";"2";"Nein";"29193";"3122";NA
1111;"9010";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1112;"9010";1;"";"";"";"1";"Ja";"28194";"1321";NA
1113;"9010";1;"";"";"";"2";"Nein";"28193";"3122";NA
1114;"9013";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1115;"9013";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"28212";"7532";NA
1116;"9013";1;"";"";"";"2";"eine vertiefende berufliche Weiterbildung mit Mindestdauer von 18 Monaten";"28213";"7532";NA
1117;"9013";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium im Bereich Modedesign oder eines vergleichbaren Fachs";"28213";"7532";NA
1118;"9013";1;"";"";"";"4";"ein abgeschlossenes Masterstudium im Bereich Modedesign oder eines vergleichbaren Fachs";"28214";"7532";NA
1119;"9014";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1120;"9014";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"28212";"2163";NA
1121;"9014";1;"";"";"";"2";"eine vertiefende berufliche Weiterbildung mit Mindestdauer von 18 Monaten";"28213";"2163";NA
1122;"9014";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium im Bereich Modedesign oder eines vergleichbaren Fachs";"28213";"2163";NA
1123;"9014";1;"";"";"";"4";"ein abgeschlossenes Masterstudium im Bereich Modedesign oder eines vergleichbaren Fachs";"28214";"2163";NA
1124;"9016";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"";"";"";"";""
1125;"9016";1;"";"";"";"1";"Ja";"29104";"2145";NA
1126;"9016";1;"";"";"";"2";"Nein";"29103";"3116";NA
1127;"9019";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"";"";"";"";""
1128;"9019";1;"";"";"";"1";"Ja";"29114";"2145";NA
1129;"9019";1;"";"";"";"2";"Nein";"29113";"3116";NA
1130;"9024";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"";"";"";"";""
1131;"9024";1;"";"";"";"1";"Ja";"29134";"2145";NA
1132;"9024";1;"";"";"";"2";"Nein";"29133";"3116";NA
1133;"9030";1;"spezialisierung";"In welchem Bereich sind sie vorwiegend tätig?";"In welchem Bereich waren sie vorwiegend tätig?";"";"";"";"";""
1134;"9030";1;"";"";"";"1";"Herstellung von Fäden, Garnen oder Zwirnen";"28132";"8151";NA
1135;"9030";1;"";"";"";"2";"Herstellung von textilen Flächengebilden wie Gewebe, Gewirke oder Strickwaren";"28122";"8152";NA
1136;"9030";1;"";"";"";"3";"Veredelung der Textilien durch Bleichen, Färben, Schrumpfen oder andere Behandlung";"28142";"8154";NA
1137;"9030";1;"";"";"";"4";"oder trifft mehr als eines zu?";"28102";"8152";NA
1138;"9046";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1139;"9046";1;"";"";"";"1";"Ja";"28294";"1321";NA
1140;"9046";1;"";"";"";"2";"Nein";"28293";"3122";NA
1141;"9053";1;"sonstige";"Besteht Ihre Arbeit aus Fließbandarbeit an der Maschine?";"Hat Ihre Arbeit aus Fließbandarbeit an der Maschine bestanden?";"";"";"";"";""
1142;"9053";1;"";"";"";"1";"Ja";"28342";"8155";NA
1143;"9053";1;"";"";"";"2";"Nein";"28342";"7535";NA
1144;"9055";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1145;"9055";1;"";"";"";"1";"Ja";"28394";"1321";NA
1146;"9055";1;"";"";"";"2";"Nein";"28393";"3122";NA
1147;"9061";1;"sonstige";"Bedienen Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine?";"Haben Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine bedient?";"";"";"";"";""
1148;"9061";1;"";"";"";"1";"Ja";"29222";"8160";NA
1149;"9061";1;"";"";"";"2";"Nein";"29222";"7512";NA
1150;"9063";1;"sonstige";"Bedienen Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine?";"Haben Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine bedient?";"";"";"";"";""
1151;"9063";1;"";"";"";"1";"Ja";"29232";"8160";NA
1152;"9063";1;"";"";"";"2";"Nein";"29232";"7511";NA
1153;"9065";1;"sonstige";"Bedienen Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine?";"Haben Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine bedient?";"";"";"";"";""
1154;"9065";1;"";"";"";"1";"Ja";"29242";"8160";NA
1155;"9065";1;"";"";"";"2";"Nein";"29242";"7511";NA
1156;"9067";1;"sonstige";"Bedienen Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine?";"Haben Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine bedient?";"";"";"";"";""
1157;"9067";1;"";"";"";"1";"Ja";"29252";"8160";NA
1158;"9067";1;"";"";"";"2";"Nein";"29252";"7513";NA
1159;"9071";1;"sonstige";"Bedienen Sie bei dieser Tätigkeit hauptsächlich Maschinen?";"Haben Sie bei dieser Tätigkeit hauptsächlich Maschinen bedient?";"";"";"";"";""
1160;"9071";1;"";"";"";"1";"Ja";"29272";"8160";NA
1161;"9071";1;"";"";"";"2";"Nein";"29272";"7516";NA
1162;"9076";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1163;"9076";1;"";"";"";"1";"Ja";"29294";"1321";NA
1164;"9076";1;"";"";"";"2";"Nein";"29293";"3122";NA
1165;"9077";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1166;"9077";1;"";"";"";"1";"Ja";"29294";"1321";NA
1167;"9077";1;"";"";"";"2";"Nein";"29293";"3122";NA
1168;"9079";1;"sonstige";"Bereiten Sie nur bestimmte Speisen zu, nämlich ...";"Haben Sie nur bestimmte Speisen zubereitet, nämlich ...";"";"";"";"";""
1169;"9079";1;"";"";"";"1";"nur einfache Speisen zum Sofortverkauf in Fast-Food-Restaurants";"63312";"9411";NA
1170;"9079";1;"";"";"";"2";"nur Vorspeisen, kalten Speisen und Süßspeisen";"29312";"5120";NA
1171;"9079";1;"";"";"";"3";"nur Fischgerichte und Seafoodgerichte";"29322";"5120";NA
1172;"9079";1;"";"";"";"4";"nur Fleischgerichte und Grillgerichte sowie gebratene und frittierte Speisen";"29322";"5120";NA
1173;"9079";1;"";"";"";"5";"nur Fonds, Soßen und Buttermischungen";"29382";"5120";NA
1174;"9079";1;"";"";"";"6";"nur warme Beilagen";"29382";"5120";NA
1175;"9079";1;"";"";"";"7";"nur diätische Mahlzeiten";"29322";"5120";NA
1176;"9079";1;"";"";"";"8";"oder trifft nichts davon auf Sie zu?";"29302";"5120";NA
1177;"9088";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1178;"9088";1;"";"";"";"1";"Ja";"29394";"1412";NA
1179;"9088";1;"";"";"";"2";"Nein";"29393";"3434";NA
1180;"9090";1;"sonstige";"Bedienen Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine?";"Haben Sie bei dieser Tätigkeit hauptsächlich eine einzelne Maschine bedient?";"";"";"";"";""
1181;"9090";1;"";"";"";"1";"Ja";"29252";"8160";NA
1182;"9090";1;"";"";"";"2";"Nein";"29252";"7513";NA
1183;"9110";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine vertiefende berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine vertiefende berufliche Weiterbildung erforderlich?";"";"";"";"";""
1184;"9110";1;"";"";"";"1";"Ja";"28313";"7535";NA
1185;"9110";1;"";"";"";"2";"Nein";"28312";"7535";NA
1186;"9200";1;"sonstige";"Haben Sie zusätzlich zur Arbeit auf dem Weinberg noch weitere Aufgaben?";"Hatten Sie zusätzlich zur Arbeit auf dem Weinberg noch weitere Aufgaben?";"";"";"";"";""
1187;"9200";1;"";"";"";"1";"Ja";"11603";"6112";NA
1188;"9200";1;"";"";"";"2";"Nein";"11602";"6112";NA
1189;"9201";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Weinbau oder einem verwandten Fach erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Weinbau oder einem verwandten Fach erforderlich?";"";"";"";"";""
1190;"9201";1;"";"";"";"1";"Ja";"11604";"2132";NA
1191;"9201";1;"";"";"";"2";"Nein";"11603";"3142";NA
1192;"9202";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1193;"9202";1;"";"";"";"1";"Ja";"11694";"1311";NA
1194;"9202";1;"";"";"";"2";"Nein";"11693";"6112";NA
1195;"9203";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1196;"9203";1;"";"";"";"1";"eine kurze Anlernphase";"11711";"9215";NA
1197;"9203";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"11712";"6210";NA
1198;"9203";1;"";"";"";"3";"eine berufliche Weiterbildung";"11713";"3143";NA
1199;"9203";1;"";"";"";"4";"ein abgeschlossenes Bachelorstudium im Bereich Forstwirtschaften";"11713";"3143";NA
1200;"9203";1;"";"";"";"5";"ein abgeschlossenes Masterstudium im Bereich Forstwirtschaften";"11714";"2132";NA
1201;"9204";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1202;"9204";1;"";"";"";"1";"eine kurze Anlernphase";"11711";"9215";NA
1203;"9204";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"11722";"6113";NA
1204;"9204";1;"";"";"";"3";"eine berufliche Weiterbildung";"11723";"3143";NA
1205;"9204";1;"";"";"";"4";"ein abgeschlossenes Bachelorstudium im Bereich Landschaftsökologie und Naturschutz";"11723";"3143";NA
1206;"9204";1;"";"";"";"5";"ein abgeschlossenes Masterstudium im Bereich Landschaftsökologie und Naturschutz";"11724";"2143";NA
1207;"9205";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
1208;"9205";1;"";"";"";"1";"Ja";"11793";"5419";NA
1209;"9205";1;"";"";"";"2";"Nein";"11732";"5419";NA
1210;"9207";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1211;"9207";1;"";"";"";"1";"Ja";"11794";"1311";NA
1212;"9207";1;"";"";"";"2";"Nein";"11793";"3143";NA
1213;"9208";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1214;"9208";1;"";"";"";"1";"eine kurze Anlernphase";"21111";"9311";NA
1215;"9208";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"21112";"8111";NA
1216;"9208";1;"";"";"";"3";"eine berufliche Weiterbildung";"21113";"3117";NA
1217;"9208";1;"";"";"";"4";"ein abgeschlossenes Bachelorstudium im Bereich Rohstoffingenieurwesen";"21113";"3117";NA
1218;"9208";1;"";"";"";"5";"ein abgeschlossenes Masterstudium im Bereich Rohstoffingenieurwesen";"21114";"2146";NA
1219;"9209";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1220;"9209";1;"";"";"";"1";"eine kurze Anlernphase";"21111";"8113";NA
1221;"9209";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"21112";"8113";NA
1222;"9209";1;"";"";"";"3";"eine berufliche Weiterbildung";"21113";"3117";NA
1223;"9209";1;"";"";"";"4";"ein abgeschlossenes Masterstudium im Bereich Rohstoffingenieurwesen";"21113";"3117";NA
1224;"9209";1;"";"";"";"5";"ein abgeschlossenes Masterstudium im Bereich Rohstoffingenieurwesen";"21114";"2146";NA
1225;"9210";1;"spezialisierung";"Welche Aufgaben führen Sie dabei in der Regel aus?";"Welche Aufgaben haben Sie dabei in der Regel ausgeführt?";"";"";"";"";""
1226;"9210";1;"";"";"";"1";"sprengberechtigte Fachkräfte unterstützen";"21122";"7542";NA
1227;"9210";1;"";"";"";"2";"die Sicherheit von Sprengungen verantworten";"21123";"7542";NA
1228;"9210";1;"";"";"";"3";"Sprengungen planen und besonders komplexe Sprengungen selber übernehmen";"21124";"2149";NA
1229;"9211";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
1230;"9211";1;"";"";"";"1";"Ja";"21194";"1322";NA
1231;"9211";1;"";"";"";"2";"Nein";"21193";"3121";NA
1232;"9212";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1233;"9212";1;"";"";"";"1";"eine kurze Anlernphase";"21201";"9329";NA
1234;"9212";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"21212";"8112";NA
1235;"9212";1;"";"";"";"3";"eine berufliche Weiterbildung";"21213";"3117";NA
1236;"9212";1;"";"";"";"4";"ein abgeschlossenes Bachelorstudium";"21213";"3117";NA
1237;"9213";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1238;"9213";1;"";"";"";"1";"eine kurze Anlernphase";"21201";"9329";NA
1239;"9213";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"21212";"8112";NA
1240;"9213";1;"";"";"";"3";"eine berufliche Weiterbildung";"21213";"3117";NA
1241;"9213";1;"";"";"";"4";"ein abgeschlossenes Bachelorstudium";"21213";"3117";NA
1242;"9214";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1243;"9214";1;"";"";"";"1";"eine kurze Anlernphase";"21201";"9329";NA
1244;"9214";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"21222";"8114";NA
1245;"9216";1;"anforderungsniveau";"Welche Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Ausbildung war für Ihre Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1246;"9216";1;"";"";"";"1";"eine kurze Anlernphase";"21201";"9329";NA
1247;"9216";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"21232";"7113";NA
1248;"9216";1;"";"";"";"3";"eine berufliche Weiterbildung";"21233";"7113";NA
1249;"9216";1;"";"";"";"4";"ein abgeschlossenes Bachelorstudium";"21233";"7113";NA
1250;"9221";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung erforderlich?";"";"";"";"";""
1251;"9221";1;"";"";"";"1";"Ja";"21312";"8181";NA
1252;"9221";1;"";"";"";"2";"Nein";"21311";"9329";NA
1253;"9223";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
1254;"9223";1;"";"";"";"1";"Ja";"21323";"3119";NA
1255;"9223";1;"";"";"";"2";"Nein";"21322";"7315";NA
1256;"9224";1;"spezialisierung";"Liegt Ihr Arbeitsschwerpunkt im Glasblasen oder in der Justierung der Messinstrumente?";"Lag Ihr Arbeitsschwerpunkt im Glasblasen oder in der Justierung der Messinstrumente?";"";"";"";"";""
1257;"9224";1;"";"";"";"1";"Glasblasen";"21332";"7315";NA
1258;"9224";1;"";"";"";"2";"Justierung der Messinstrumente";"21352";"7311";NA
1259;"9229";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
1260;"9229";1;"";"";"";"1";"Ja";"21363";"7549";NA
1261;"9229";1;"";"";"";"2";"Nein";"21362";"7549";NA
